시도,시군구,레벨01,항목,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년
충남,홍성군,답,면적,99971325.5,99731033.8,98097126.2,97722324.1,97699939.2,97563923.6,97208210.7,96804850.5,96584223,96502295.4
충남,홍성군,묘지,면적,2131761,2122259.9,2118386.9,2112537.9,2087577.9,2080160.1,2076837.1,2070686.1,2069516.1,2065873.8
충남,예산군,계,면적,542344349.8,542571103.1,542622150.6,542664455.1,542627549.4,542648184.5,542660701.6,542701274.7,542716962.8,542721271.5
충남,예산군,전,면적,57986177.5,58099714.8,57539810.3,57447912.8,57814473.8,57708199.7,57619688.9,57501470.8,57527691.4,57186848.7
충남,예산군,답,면적,122734804,120797804.6,119812212.5,119200765.8,118938611.1,118631832.7,118308933,118051736.2,117763409.2,117474945
충남,예산군,묘지,면적,1631794,1624398,1614675,1613936.9,1620174.5,1620978.5,1621803.5,1607548.5,1606726.5,1797419.5
충남,태안군,계,면적,516081834.7,516034685.4,515780748.1,515825061.2,515830141,515886989.8,515979114.5,515962758.5,515978519.7,516049292.5
충남,태안군,전,면적,64347332.3,64280188.3,64235526.3,64124453.4,64322410.2,64302136.2,64291715.5,64369672.3,64508605,64494803.8
충남,태안군,답,면적,114624036.6,112968846.8,112596346.6,112209998.7,111867382.1,111726799.3,110011781.1,109701141.9,108773239.7,108590168.2
충남,태안군,묘지,면적,883211.3,881179.3,874678.9,863393.9,856021.9,854584.9,849155.9,846713.9,817160.9,817519.9
전북,전주시 완산구,계,면적,94648821.2,94611684.3,94608952.5,94551690.7,92538627.3,92504967.6,92504946.8,92502324.2,92506105.1,92491805.7
전북,전주시 완산구,전,면적,5723874.3,5440929.2,5360926.2,5323010.4,5156559.1,4969504.2,4946759.4,4928890.7,4914636.8,4889700.4
전북,전주시 완산구,답,면적,11894422,11196118.3,11103858.3,10975804.9,10814314.6,10585276.1,10475486.1,10393705.7,10334224.7,10259552.2
전북,전주시 완산구,묘지,면적,244900,231674,233634,235334,233835,234659,244071,244071,244098.4,243940.7
전북,전주시 덕진구,계,면적,110920661.4,110919517.8,110920223.8,110932798.4,113541968.7,113535873.4,113538487.7,113514416.5,113516825.5,113518399.3
전북,전주시 덕진구,전,면적,11252280.6,11398635.7,11279041.7,10387685.5,10384130.4,10271737.9,10230094.9,10165814.8,10054878.4,9927321.8
전북,전주시 덕진구,답,면적,28780028.9,28249334.9,27839741.8,26925954.3,26799458.9,26359661.6,26225358.6,26050934.7,25898942,25739331.2
전북,전주시 덕진구,묘지,면적,168471,165834,161839,129047,128023,126391.4,126391.4,126391.4,126391.4,126625.8
전북,군산시,계,면적,395852138,395856036.2,396165102.1,396408258.7,396422705.4,396683442.4,397267506.9,397454458.1,397946225,398018926.5
전북,군산시,전,면적,20476827.6,20427317.2,20402961.9,20412205.1,20372115.2,20278662.6,20199404.9,20157260.3,19872815.9,19615937.7
전북,군산시,답,면적,133250067.4,132972450.8,131889457.4,131654685.5,131719369,131175032,130810102.3,130399035.2,129771634.3,129449934.3
전북,군산시,묘지,면적,1179312.3,1175909.3,1174613.3,1170315.3,1168412.3,1207276.9,1205537.4,1204200,1199973,1201169
전북,익산시,계,면적,506528766.6,506544143,506534748.7,506542148.2,506541233.2,506537047.4,506553040.1,506574852.2,506585236.3,506591799.6
전북,익산시,전,면적,54786786.5,54668051.5,54387498.6,53930018.2,53304209.5,52895661,52651310.6,52396182.5,51979005.9,51562936.8
전북,익산시,답,면적,201846480.6,201340940.5,200762184.5,199700166.4,198653440.6,197624673.1,196595177.5,195882162.5,194791468.1,193866468.5
전북,익산시,묘지,면적,1545929.7,1544487.7,1536567.7,1530186.4,1514911.4,1503251.2,1494731.6,1494840.2,1489139.4,1490442.4
전북,정읍시,계,면적,692781405.2,692844200.1,692864000.8,692913392,692964294.8,693039120.7,693070128.8,693097193.9,693228628.6,693295818.9
전북,정읍시,전,면적,73952290.8,73850057.2,73598295.7,73467854.5,74129118.1,73915309.6,73408691.8,72742074.6,72214147.8,71866838.8
전북,정읍시,답,면적,176188737.8,175836934.8,175601681.5,174126697.6,173574988.7,173209350.2,172509865.6,171782195.7,170993517.1,170558472.8
전북,정읍시,묘지,면적,1945720.9,1943225.5,1944154.5,1970256.7,1966334.5,1966618.5,1968247.3,1972427.3,1952797.9,1955536.9
전북,남원시,계,면적,752198046.8,752199662.7,752205853.7,752231830.1,752212995.6,752191724,752205529.4,752183179.4,752177155.9,752092736.8
전북,남원시,전,면적,40660269.2,40796324.7,40726759.1,40836640.5,41073273,41048192.7,41028306.3,40680043.4,40580136.1,40430591.3
전북,남원시,답,면적,127106383.9,126307738.6,125974198.5,125634580,125021210.5,124865928.4,124485606.1,123794096.7,123497623.2,123166280.5
전북,남원시,묘지,면적,1409351.7,1397102.7,1395218.6,1396357.6,1389755.6,1387413,1384437,1383633.6,1383242,1384267.3
전북,김제시,계,면적,544807780,544754026.8,545870171.9,545851800.7,545842790.9,545864267.6,545871142.6,545891511.3,545950548.6,545983690.3
전북,김제시,전,면적,55895785.7,54733862.7,54471952.2,54205830.8,53961201.2,53439470.4,52824779.8,52679379,52538147.3,52320095.9
전북,김제시,답,면적,222278482.3,219687194.1,218608938,218212520.9,217692340.1,217023822.2,216330642,215615486.2,215214557.1,214717056.8
전북,김제시,묘지,면적,3069715,2996945,2984853,2974088,2959061.3,2960840.8,2970118.1,2967052.6,2945779.2,2928694.5
전북,완주군,계,면적,820989544.1,820969405.2,820984475.1,821081051.5,821040451.1,821055308.9,821113198.9,821130110,821277408.2,821380177.7
전북,완주군,전,면적,45118385.2,45617312,45471971.5,45455374,45549170.2,45231942.7,45245538,44551018.4,44349283.4,44232241.9
전북,완주군,답,면적,83194704.8,81659263.6,81137845.4,80498991.8,80204858.4,79798191.7,79327475.1,77475904.9,77036160,76625496.2
전북,완주군,묘지,면적,1125902,1131235,1129532,1129821,1129696,1131843,1310834.1,1308139.1,1313009.1,1316468.1
전북,진안군,계,면적,789140309.8,789175441.6,789094748.3,789096018.9,789094249.7,789091739.3,789040428.6,789056198,789169158.3,789137227
전북,진안군,전,면적,40314571.1,40197345.5,40120403.2,40322565.8,40373252.7,40274009.1,40232508.1,40194629.8,40160323.5,40260169
전북,진안군,답,면적,47599492.5,47441095.8,47172896.1,47006414.9,46510446.1,46313785.8,46083827.7,45918734.8,45751917.6,45702113.6
전북,진안군,묘지,면적,1039667,1030370,1028788,1026976,1024764.6,1024048.6,1023679.7,1022574.7,1022781,1024986.2
전북,무주군,계,면적,631863205.2,631846586.9,631848157.5,631838290.4,631762402.5,631755525.3,631780979.4,632015644.6,632068020.1,632062889.5
전북,무주군,전,면적,36926947.3,36721255.2,36668797.7,36516320.1,36637200.8,36615717.7,36610671.3,36600663,36589182.2,36582752.1
전북,무주군,답,면적,31813833.8,31539359.3,31416153.6,30955712.3,30785859.2,30661480.3,30541558,30427019.1,30322480,30204666.7
전북,무주군,묘지,면적,1011134,1005278,1000770,1000073,999223,997639,997769,995701,989746,986900
전북,장수군,계,면적,533282036.1,533266486.8,533264337.2,533273138,533264290.7,533202165.5,533165492.5,533172364,533189513.7,533184421.2
전북,장수군,전,면적,30596721.2,30773724.8,30747195.8,30838618.5,31072605,31066529.4,30999613.5,30908040.4,30909404.4,30871715.6
전북,장수군,답,면적,47668897.5,47528220.1,47371849.8,47147372.4,47067423.2,46959195.7,46760911.5,46547991.5,46438869.3,46385996.1
전북,장수군,묘지,면적,829927,829716,829443,827268,826841,826315.9,825527.9,825014.7,821818.1,731348.9
전북,임실군,계,면적,597319860.1,597340032.4,597336613.2,597367625.3,597287447,597222768,597223324.2,597229911.9,597170138.9,597166636.9
전북,임실군,전,면적,41318228.4,41193201.2,41217973.9,41142153.2,41179801.9,41194614.8,41090139.7,41084722.3,41005439.8,41063842.5
전북,임실군,답,면적,60448594.2,60214206.7,60129559.2,59865565.6,59552513.6,59525191.3,59040891.7,58823989.3,58471869.4,58344518.9
전북,임실군,묘지,면적,1452366.1,1447819.1,1449919,1446784,1474849.5,1472148.5,1475202.5,1477642.5,1476167.5,1476148.5
전북,순창군,계,면적,495959156,495967250.6,495971739.8,495936567.9,495872596.3,495794066.8,495829503.1,495861782.9,495923926.3,495930524.4
전북,순창군,전,면적,37370734.7,37290415.6,37247533.1,37387873.5,37418280.2,37317743.1,37192699.6,37198597.6,37120246.7,37054582.7
전북,순창군,답,면적,73013953.6,72819940.7,72728237.3,72615771.9,72344178,71883690.7,71607397.8,71473800.4,71407472.6,71104085.1
전북,순창군,묘지,면적,1243508,1243990,1243295,1243607,1241106,1225494,1226401,1227565,1224628.3,1226664.6
전북,고창군,계,면적,607854811.7,607853265.4,607852052.2,607738006.9,607448733.3,607484716,607492704.2,607482949.5,607485857.9,607482126
전북,고창군,전,면적,93537066.1,93391947.7,93263249.7,93169751.6,93982357.6,93852975.8,93721150.1,93123263.5,93035834.8,92883610.1
전북,고창군,답,면적,141797906.2,141675539.9,141554595.6,141080481.8,140911721.5,140652529.5,140449570.6,140004494.7,139671562.7,139094242
전북,고창군,묘지,면적,2125391,2122013,2121358,2117229.6,2112640.9,2108806.9,2105228.9,2100196.9,2092814.9,2094331.9
전북,부안군,계,면적,493102814.1,492662375.6,493530176.8,493210923.8,493234731,493176246.6,493179324.6,494980438.8,494980896.1,495002213
전북,부안군,전,면적,53733345,53649691.2,53485519.9,53341831.8,53257696,52959208.6,52715450.3,52575340.2,52365422.1,52233535.8
전북,부안군,답,면적,142883727.7,142046581.5,141941529.8,141805889.2,141630508.3,141265799.7,140856501.4,140527465.3,140303460.9,140215283
전북,부안군,묘지,면적,1528528,1514028,1513010,1506180,1499162.5,1491318.5,1483425.8,1467312.8,1467720.3,1470675.4
전남,목포시,계,면적,50654254.4,51579088.3,51642751.1,51635536.8,51632536.1,51620811,51621494.2,51656908.5,51677738.6,51729833.5
전남,목포시,전,면적,7403095.8,7307843.8,7215450.8,6813797.3,6677000.2,6623016.8,6586103.8,6525232.1,6502514.7,6417027.5
전남,목포시,답,면적,2510589.7,2492573.7,2475729.7,2064958.9,2045679.8,1974825.8,1830366.8,1818060.8,1813815.3,1793360.3
전남,목포시,묘지,면적,124556,148375.6,168667.6,163805.6,163549.6,160963.6,160963.6,160464.6,160008.6,149395.6
전남,여수시,계,면적,508836884.3,508880000.4,510089767.5,510544179.2,510635689,512084271.6,512246833.9,512259113.4,512316609.1,512334186.9
전남,여수시,전,면적,66385322.5,65565560.5,64650454,64178788.6,64194596.8,64051064.2,63688253.4,63187067.9,63032521.5,62856749.2
전남,여수시,답,면적,41244470.8,40561539.4,39636820.8,39268842.3,39129673.8,38974206.5,38677793,38376899.6,38196440.3,38047511.5
전남,여수시,묘지,면적,1816520,1809771,1782725,1772024,1770946.1,1770759.8,1772164.8,1771968.8,1762176.9,1758508
전남,순천시,계,면적,910402929.1,910401531,910981883.7,910978216.2,910947389.6,911055037.8,911032630.8,910948821.4,910954975.7,911038479
전남,순천시,전,면적,55283146.5,55054059.8,54612205.2,54700535.5,55184645.2,54592279.2,54475433.8,54353821.8,54279685.9,54178020.6
전남,순천시,답,면적,106330087.2,105599487.2,104816388.1,104525197.9,104303567.9,103401769.7,103084581.2,102568529.7,101950784.3,101570009.7
전남,순천시,묘지,면적,1811802,1807423.1,1794125.1,1793180.1,1794842.1,1790231.1,1789128.8,1787944.5,1784021.5,1786999.6
전남,나주시,계,면적,608327428.5,608356913.6,608403906.1,608400380.4,608427763.3,608403003,608371961.7,608454037.5,608464582.4,608493760.3
전남,나주시,전,면적,63253866.3,62303079.3,61431932.4,61614134.1,62089404.8,62153652.4,61790550.2,61720164.5,61298027.6,60962697.3
전남,나주시,답,면적,154991758.9,151151891.3,149500527.8,149003050.5,148768771.9,148487287.6,147344962.8,146989529.5,146367102.1,145849622.3
전남,나주시,묘지,면적,1810019,1804205,1788746.6,1784431.6,1774949,1770615.9,1767591.9,1764698.9,1760752,1765619.5
전남,광양시,계,면적,460114743.5,462250653.1,463135735.6,463116198.4,463081076.1,463087470.5,464126135.3,464134691.9,464332739.1,464863826
전남,광양시,전,면적,18673235.8,18496262.8,18469241.8,18545076.5,19222395.2,19141049.4,18737002.4,18602607.7,18558516.3,18526090.9
전남,광양시,답,면적,48844582.6,48414474.6,47977251.6,47676233.8,47026262.5,46562371.4,45472040.4,45293185.3,44890667.2,44546159.3
전남,광양시,묘지,면적,1247181,1253568,1262957,1268972,1270174,1269287,1267878,1271614.8,1270640.7,1273095.7
전남,담양군,계,면적,455046761.6,455030150.4,455086445,455096496.9,455092183.4,455091602.5,455087431.5,455090119,455074167.9,455073501.6
전남,담양군,전,면적,25676792.3,25646138.9,25576939.9,25541435.9,25550228.9,25476255.6,25395058.6,25412024.3,25386528.6,25355611.9
전남,담양군,답,면적,81517358.5,81337199,80430760.8,80157177.8,79807072.2,79501343.8,78743560.6,78546190,78425665.4,78241331.4
전남,담양군,묘지,면적,1300311,1297789.7,1293408.7,1289309.7,1291993.7,1294772.7,1294667.9,1293540.9,1293357.1,1292463.1
전남,곡성군,계,면적,547457675.1,547456209.1,547470823.8,547478385.3,547460998.3,547467005.3,547501339.6,547506786.1,547326207.7,547292828.2
전남,곡성군,전,면적,28886971,28747815,28699451,28708509.9,28830811.6,28823018,28729156,28690215.7,28672188,28634419.7
전남,곡성군,답,면적,64233787,63881778.8,63765381.8,63643178.9,63560442.9,63476233.4,62951263.5,62877650.3,62684700.4,62607625.7
전남,곡성군,묘지,면적,1283411,1282215,1281920,1283208,1281957,1276537,1275513.3,1280218.1,1277874.1,1277814.1
전남,구례군,계,면적,443234635.2,443236000.9,443247135.9,443260500.7,443250623.7,443243406.6,442930120.8,442939195.5,442987239.1,442964539.6
전남,구례군,전,면적,18984771,18906484.7,18881471.2,18880236.3,19099144.4,19063901.4,19024154.2,18980625.8,18960848.3,18879239.9
전남,구례군,답,면적,41837688.9,41715055.6,41599941.6,41519336.4,41407121.2,41285414.5,41156154.5,41047128.9,40942491.5,40849526.2
전남,구례군,묘지,면적,601034,599790.9,597058.9,596642.9,596415.9,596859.9,596958.9,597266.9,598122.2,599181.6
전남,고흥군,계,면적,807335442.8,807328358,807352467.9,807348327.6,807351944.6,807372281.5,807325102.3,807318822.8,807386564.3,807174091.1
전남,고흥군,전,면적,81443853.6,81243870.6,81022086.6,80878250.5,81080769.5,80935924.6,80632125.1,80563898.9,80397822.7,80214952.5
전남,고흥군,답,면적,158216530.1,157928889.9,157697311.3,157441592.7,157298624.9,156933413.3,156651971.8,156304763.5,156084793.4,155793969.4
전남,고흥군,묘지,면적,1891178,1890642,1891472.6,1889798.6,1888194.6,1887060.6,1887006.1,1878086.8,1874558.4,1873218
전남,보성군,계,면적,663541618.9,663770334.3,663775387.5,663903341.4,664036146.9,664012341.5,664060900,664092340.6,664593648.6,664594623.5
전남,보성군,전,면적,48477193.2,48458471.5,48386863.7,48594763.3,48824183.6,48846294.4,48823085.4,48737040,48730045.6,48704408.9
전남,보성군,답,면적,111298118.6,111165952.7,110674202.2,110368023.8,110222242.3,110095768.4,110018021,109898269.6,109638599.9,109530646.6
전남,보성군,묘지,면적,1175740,1175740,1174620,1174204,1172449.3,1175279.3,1174715.6,1173575.6,1173583.7,1176983.8
전남,화순군,계,면적,786853871.4,786857085,786901642.9,786909882.3,787008253.5,787011712.5,787047897.4,787033097.4,787125449.8,787170147.4
전남,화순군,전,면적,48521801.9,48262916.9,48121784.9,48101792.9,48107526.9,47989652.4,47950038,47719827.2,47573398.4,47507942.7
전남,화순군,답,면적,73720042.8,73269897,72000111.3,71763715.6,71539085.9,71397435.3,71125772.5,70498247.1,70225194.4,70105748.9
전남,화순군,묘지,면적,2627678,2624423,2622194,2621674,2620428,2619627,2617400,2615895,2612210.9,2609415.1
전남,장흥군,계,면적,622406491.3,622474653.4,622466303.5,622322409.7,622350743.1,622342073.8,622347184.9,622370656.8,622378185.7,622375628.5
전남,장흥군,전,면적,33765802.1,33708194.9,33567782.3,33506372.2,33567630.9,33552079.1,33496808.5,33362726,33316977.5,33306317.4
전남,장흥군,답,면적,97779656,97537842,96653863.8,96570023.8,96481667.5,96280776.7,96050526.9,95793377.2,95639516.6,95536486.8
전남,장흥군,묘지,면적,1665390,1665777.3,1661444.3,1661469.3,1660736.3,1671291.5,1670765.5,1664352.5,1664215.5,1663162.5
전남,강진군,계,면적,500935206.1,500944798.9,500947768.2,500917925,500910568.7,500909508,500904327.3,500902277.3,500903961.5,500897659.4
전남,강진군,전,면적,31063346.7,31045298.1,31005541.5,31030790.9,30983047.1,30859343.1,30646865.2,30537387.2,30441701.6,30284074.5
전남,강진군,답,면적,109367865,109282397.1,109242475.7,109029564.9,108637518,108133559.9,107987881.9,107752249.4,107557594,107489883.6
전남,강진군,묘지,면적,1276539.9,1276210.1,1275230.1,1269514.2,1267250.2,1267392.2,1265377.2,1264544.2,1261694.7,1262372.4
전남,해남군,계,면적,1013144917,1013263921,1015428537,1031368963,1031329687,1031306018,1032962014,1043760227,1043838501,1045132640
전남,해남군,전,면적,122724924.1,122736279.1,122817786.7,122853860.4,123623175.1,123476739,123312990.7,123014480.9,122714781.2,122973348.9
전남,해남군,답,면적,227343766.9,226816398.6,227543165.3,227153405.4,227007108.9,226747582,226498956.7,234259364.9,234018018.7,233683043.2
전남,해남군,묘지,면적,3742835.9,3721912.8,3709643.8,3693357.8,3677205.9,3648513.8,3642276.9,3630490.8,3621238.8,3593368
전남,영암군,계,면적,603477822.1,603462872.6,604237407.2,604171129.2,612552324.5,612561438,612486830.3,612484981.3,612470575.4,612430494.4
전남,영암군,전,면적,60296198.7,60168052.2,60194783.5,60421438.4,61387366.1,61286302.8,60842680.1,60663907.6,60463618.8,60413504
전남,영암군,답,면적,160752641,160570253.3,160389979.8,160204365,160142430.4,159717841.9,159137893.1,158912749.6,158726976.4,158468217
전남,영암군,묘지,면적,1155116.2,1154403.2,1154394.2,1154018.4,1152468.9,1155034.1,1151105.1,1148834.1,1149561.1,1142803.1
전남,무안군,계,면적,449757964.5,449739334.1,449742062.8,449730899.1,449713138.6,449711043.9,450367945.2,450413372.4,450934201,450939981
전남,무안군,전,면적,93454970,93464294.2,93401065.2,93686225.5,94415865.5,94287571.1,94025038.4,93384820.9,92910707,92839983.1
전남,무안군,답,면적,88647538.6,88489662.9,88396710.7,88235437.7,88081835.3,87817934.8,87620451.3,87012889.1,86523903.7,86387412.2
전남,무안군,묘지,면적,928839.4,927775.8,926878.8,927166.5,925600.5,920479.2,921626.2,912365.2,907024.1,910136.5
전남,함평군,계,면적,392125599.6,392132055.9,392104601.9,392105946.9,392116246.3,392103012.3,392105980.6,392028292.1,392105613.7,392097680.3
전남,함평군,전,면적,48574556.7,48205428.2,48111707.6,48101304,48296475.4,48279326.9,48159774.2,47944296.2,47924398.8,47659082.2
전남,함평군,답,면적,89925710.2,89597717.5,89509921.3,89403942.7,89318350.8,89206690.9,89067764.9,88627462.5,88526543.1,88020399
전남,함평군,묘지,면적,356804.7,358809.1,360622.9,354485.9,356284.1,355000.7,355676.9,358083.3,366660.8,368922.2
전남,영광군,계,면적,474906834.8,474965445.3,475005618.6,474960399.2,474944847.8,474963093.3,474897021.4,474709878.4,474667278.4,474545549.9
전남,영광군,전,면적,60722658.6,60552327.9,60406876.7,60367289.4,60501824.9,60412618.1,60376844.4,60226602,60095750.4,59877640.9
전남,영광군,답,면적,114005745.7,113879454.9,113735027.2,113541107.3,113534189.7,113337361.8,113123248.4,113022370.4,112837734.8,112704897.9
전남,영광군,묘지,면적,633027.8,626012.8,625744.8,626749,606383.6,604865.1,603170.9,599630.9,594814.8,594358.6
전남,장성군,계,면적,518301836.1,518434823.5,518440202.4,518398911.3,518402401.5,518401901.1,518276074.7,518346245.6,518312348.8,518346998.2
전남,장성군,전,면적,35524758.9,35314078.5,34761037.4,34694341.2,34669731.9,34619311.4,34528098.3,34419059.7,34369363.6,34300924.6
전남,장성군,답,면적,81277521.6,80459079.2,79592435.7,79269109.9,78892722.1,78711043.6,78427595.1,78007131.2,77811450.1,77635728.6
전남,장성군,묘지,면적,1333190,1328118,1325232,1324132,1322808,1323435,1323466,1320014,1321289.1,1321699.1
전남,완도군,계,면적,396361872.4,396412727.4,396435244.2,396444767.2,396607799.5,396761181,396725536.6,396758495.6,396778898.3,396868127.1
전남,완도군,전,면적,53931304.7,53806192.8,53650687.8,53514975.7,53318177.7,53240222.6,53131379.3,53030344.4,52924719.3,52852753.2
전남,완도군,답,면적,36091557.4,35911058.6,35749831,35601626.1,35456683.1,35335080.1,35251844.1,35138130.3,35040150.8,34962705.5
전남,완도군,묘지,면적,1382225,1382353,1380365,1380277,1378809,1377913,1374597,1371477.8,1370574.8,1367248.9
전남,진도군,계,면적,440128982.6,440127292.5,440119111.5,440115631.2,440111574.2,440100025.3,440097365.7,440108677.8,440097915.1,440110817.4
전남,진도군,전,면적,55814413.1,55714231.7,55517331.7,55375765.4,55460569.8,55351654.9,55137949.4,55091105.7,54925208.3,54797124
전남,진도군,답,면적,73415533.1,73286585.1,73149635.3,72911720.9,72754945.2,72630157.6,72392064.1,72258304.1,72120128.9,72010220.5
전남,진도군,묘지,면적,1701667,1705906,1696217,1693776,1693740,1690143,1689876,1687864.4,1686995.5,1675453.3
전남,신안군,계,면적,655678116.6,655813186.9,655779513.1,655916743,655612036.8,655601236.8,655570474.5,655623136.3,655787798.4,655856939
전남,신안군,전,면적,107308834,107102023.1,107040647,106981809.4,107608483.5,107758714.4,107658013,107607700.2,107512890.8,107544806.5
전남,신안군,답,면적,104016735.8,104007983.2,103900690.7,103785596.7,103592719.7,103286317.7,103127311,102686007.7,102569288.3,102438426.8
전남,신안군,묘지,면적,2006569,2002878,1999184,2000591,1997974,1992344,1992605,1990121,1984699.5,1983443
경북,군위군,계,면적,614212872.3,614227463.8,614272011.8,614281575,614256199.5,614324742.2,614344848.8,614292534.8,614313926.9,
경북,군위군,전,면적,35974289.3,35969450.3,35907666.4,35894445.2,35871679,35805096.4,35576950.3,35521186.2,35472367.1,
경북,군위군,답,면적,42654554.9,42474977.9,42297922.1,42122536.5,41983083.5,41891307.4,41460229.3,41390195.3,41329908.2,
경북,군위군,묘지,면적,1623516.9,1621316.9,1620764.1,1616255.4,1659058.2,1658386.1,1659028.1,1657884.1,1677702.4,
경북,포항시 남구,계,면적,393939891.2,393955376.4,393997895.6,393994355.8,393993351.5,393905615.7,393982639.9,393994641.8,394056030.7,394048371.2
경북,포항시 남구,전,면적,23587749,23542749.5,23380145,23354933.7,23145459.7,22755719.1,22586191.7,22527154.3,22518466.4,21979740.7
경북,포항시 남구,답,면적,33338005,33089663.2,32689669.2,32480780.2,32189279.3,31754870.3,31527731.2,31406295.1,31338364.7,30557800.9
경북,포항시 남구,묘지,면적,1698755,1694261.9,1693059.9,1648475.9,1646770.9,1640897.9,1611833.9,1609318.9,1605053.9,1585314.9
경북,포항시 북구,계,면적,735927098.2,736005187.4,736007942.7,736016767.2,736056118.9,736172079.8,736484627.5,736573142.4,736723308.7,736672729.6
경북,포항시 북구,전,면적,38485359.7,38427824.7,38352293.1,38307889.9,38259067.9,38160848.2,38147205.7,38155902.5,38161192,37953048.5
경북,포항시 북구,답,면적,73250512,72801165.3,72572757.8,72367102.1,72024231.9,71803062.7,71553899,71404324.1,71239155.6,70698611.3
경북,포항시 북구,묘지,면적,2442150,2435945,2434490,2427014,2378656,2380271,2373757,2369584.2,2361586.2,2397756.2
